Model,RTH1004
SerialNumber,104154
Firmware Version,'1.70.3.2'

Acquisition Time Stamp,2026-04-01 09:15:12.47405848,2026-04-01 09:15:12.47405848
Waveform Type,ANALOG,
Acquisition Mode,SAMPLE,
Horizontal Unit,s,
Horizontal Scale,0.2,
Horizontal Position,0.8,
Reference Point,50 %,
Sample Interval,1.6e-05,
Record Length,125000,
Probe Setting,'10:1','10:1'
Vertical Unit,V,V
Vertical Scale,2,2
Vertical Position,-3,0
Vertical Offset,0,0
History Index,0,0
History Time Stamp,0.000000000000,0.000000000000
,,
,CH1,CH2
,0.133333,0.15686
,0.133333,0.12549
,-0.0235294,0.18824
,-0.117647,0.062745
,0.0392157,0.094118
,0.133333,0.15686
,-0.14902,0.12549
,-0.054902,0.12549
,0.101961,0.062745
,0.196078,0.15686
,0.0392157,-0.031373
,0.0392157,0.062745
,-0.0235294,0.15686
,0.196078,0.15686
,-0.180392,0.25098
,-0.117647,0.15686
,0.101961,0.062745
,0.164706,0.094118
,-0.117647,0.12549
,-0.054902,0.062745
,0.133333,0.18824
,-0.14902,0.15686
,-0.0235294,0.094118
,-0.14902,0.18824
,-0.0235294,0.18824
,0.0705882,0.12549
,-0.0862745,0.18824
,0.196078,0.094118
,0.0392157,0.15686
,-0.0235294,0.15686
,-0.0235294,0.12549
,0.101961,0.094118
,-0.0235294,0.15686
,-0.0235294,0.062745
,-0.054902,0.15686
,-0.180392,0.15686
,0.0392157,0.062745
,0.196078,0.12549
,0.0392157,0.18824
,0.196078,0.15686
,0.164706,0.062745
,-0.0235294,0.18824
,-0.0235294,0.12549
,0.196078,0.12549
,0.0392157,0.094118
,0.133333,0.15686
,-0.117647,0.062745
,-0.0235294,0.12549
,-0.0862745,0.15686
,-0.0235294,0.12549
,0.0392157,0.21961
,-0.180392,0.15686
,0.164706,0.12549
,-0.14902,0.15686
,-0.180392,0.18824
,-0.305882,-0.062745
,-0.054902,0.18824
,0.0705882,0.062745
,-0.211765,0.15686
,0.00784314,0.094118
,0.00784314,0.062745
,0.0392157,0.031373
,-0.117647,0.21961
,0.164706,0.18824
,-0.14902,0.18824
,-0.117647,0.12549
,-0.0235294,0.15686
,0.0705882,0.15686
,-0.0235294,0.18824
,0.0392157,0.031373
,-0.054902,0.18824
,0.00784314,0.15686
,0.0705882,0.21961
,-0.054902,0.25098
,-0.0862745,0.12549
,-0.14902,0.18824
,0.133333,0.12549
,0.133333,0.15686
,0.164706,0.15686
,-0.180392,0.18824
,-0.368627,-0.094118
,-0.0862745,0.094118
,0.101961,0.15686
,0.101961,0.094118
,0.0705882,0.12549
,-0.117647,0.18824
,0.0392157,0.12549
,-0.0235294,0.15686
,-0.14902,0.12549
,0.0392157,0.15686
,-0.054902,0.12549
,0.164706,0.094118
,-0.0235294,0.12549
,0.133333,0
,0.0705882,0.15686
,0.0392157,0.12549
,0.0392157,0.15686
,0.0392157,0.15686
,0.0392157,0.062745
,-0.117647,0.062745
,-0.054902,0.12549
,0.101961,0.12549
,-0.180392,0.18824
,-0.117647,0.12549
,-0.0862745,0.18824
,0.196078,0.094118
,-0.0235294,0.062745
,0.00784314,0.094118
,0.0392157,0.15686
,-0.180392,0.12549
,-0.14902,0.18824
,-0.0235294,0.12549
,-0.054902,0.18824
,-0.0862745,0.12549
,-0.054902,0.094118
,-0.054902,0.18824
,0.00784314,0.031373
,0.0392157,0.031373
,-0.117647,0.031373
,0.0392157,-0.062745
,-0.14902,0.094118
,0.00784314,0.031373
,-0.14902,0.094118
,-0.0235294,0.15686
,0.133333,0.031373
,0.00784314,0.062745
,-0.14902,0.12549
,0.0392157,0.25098
,0.0705882,0.12549
,-0.054902,0.21961
,0.133333,0.062745
,0.164706,0.062745
,0.0705882,0
,-0.180392,0.25098
,0.0705882,0.15686
,-0.0235294,0.062745
,-0.180392,0.062745
,-0.0235294,0.062745
,0.133333,0.12549
,-0.054902,0.15686
,-0.0235294,0.12549
,0.0705882,0.094118
,-0.14902,0.12549
,0.0392157,0.12549
,0.0705882,0.062745
,-0.117647,0.15686
,0.0705882,0.062745
,0.196078,0.12549
,-0.0862745,0.15686
,-0.0862745,0.18824
,0.133333,0.094118
,-0.054902,0.15686
,0.227451,0.094118
,-0.180392,0.15686
,-0.180392,0.15686
,-0.14902,0.15686
,-0.180392,0.25098
,0.0705882,0.12549
,0.00784314,0.094118
,-0.054902,0.15686
,0.00784314,0.094118
,-0.0862745,0.15686
,-0.0862745,0.15686
,0.0705882,0.094118
,-0.117647,0.094118
,0.101961,0.094118
,-0.054902,0.18824
,-0.054902,0.18824
,-0.117647,0.15686
,-0.0862745,0.18824
,-0.054902,0.031373
,0.164706,0.12549
,0.00784314,0.12549
,0.101961,0.15686
,0.164706,0.062745
,0.101961,0.062745
,0.0705882,0.15686
,-0.14902,0.062745
,-0.0862745,0.12549
,-0.0862745,0.062745
,-0.054902,0.031373
,0.0392157,0.094118
,-0.14902,0
,-0.117647,0.18824
,0.0392157,0.12549
,-0.0235294,0.25098
,0.164706,0.094118
,-0.243137,0.21961
,-0.0862745,0.21961
,0.00784314,0.15686
,-0.117647,0.031373
,-0.211765,0.15686
,-0.0235294,0.18824
,0.101961,0.15686
,0.0392157,0.18824
,0.0392157,0.031373
,-0.0235294,0.12549
,-0.0235294,0.062745
,0.00784314,0.12549
,0.00784314,0.15686
,-0.0235294,0.15686
,0.00784314,0.15686
,0.00784314,0.21961
,0.133333,0.12549
,0.0392157,0.12549
,0.00784314,0.062745
,0.00784314,0.18824
,-0.0235294,0.15686
,-0.0235294,0.15686
,-0.0235294,0.15686
,0.00784314,0.12549
,0.00784314,0.15686
,-0.054902,0.18824
,-0.0235294,0.12549
,0.00784314,0.18824
,0.0392157,0.12549
,0.00784314,0.18824
,0.00784314,0.15686
,0.00784314,0.12549
,0.0705882,0.062745
,-0.054902,0.15686
,0.0392157,0.15686
,-0.054902,0.15686
,-0.0235294,0.15686
,-0.054902,0.15686
,0.0392157,0.15686
,-0.0235294,0.12549
,-0.054902,0.15686
,0.0705882,0.12549
,0.101961,0.12549
,-0.0235294,0.062745
,0.0392157,0.12549
,-0.054902,0.18824
,0.00784314,0.15686
,-0.0235294,0.18824
,-0.0235294,0.15686
,0.00784314,0.21961
,0.0392157,0.18824
,0.00784314,0.062745
,0.0392157,0.15686
,0.00784314,0.18824
,-0.054902,0.15686
,-0.0235294,0.18824
,-0.054902,0.094118
,0.0392157,0.12549
,-0.4,-0.12549
,-0.0235294,0.15686
,-0.0235294,0.15686
,-0.0235294,0.094118
,-0.0862745,0.12549
,0.00784314,0.031373
,0.133333,0.15686
,-0.0235294,0.094118
,-0.0235294,0.12549
,-0.0235294,0.15686
,-0.054902,0.094118
,0.0392157,0.12549
,-0.0235294,0.18824
,0.0392157,0.094118
,-0.0235294,0.12549
,0.00784314,0.062745
,-0.0235294,0.12549
,0.00784314,0.12549
,-0.0235294,0.12549
,-0.0235294,0.094118
,0.0392157,0.12549
,-0.0235294,0.062745
,-0.0235294,0.094118
,-0.0235294,0.15686
,-0.0235294,0.031373
,-0.054902,0.094118
,0.00784314,0.18824
,-0.0235294,0.094118
,-0.0235294,0.12549
,0.00784314,0.12549
,-0.0235294,0.12549
,0.00784314,0.15686
,0.101961,0.12549
,0.0392157,0.094118
,0.0392157,0.062745
,-0.0235294,0.12549
,0.00784314,0.12549
,0.00784314,0.094118
,-0.0862745,0.15686
,0.00784314,0.031373
,0.0392157,0.15686
,-0.0235294,0.18824
,-0.0235294,0.15686
,-0.0235294,0.12549
,-0.0235294,0.062745
,0.00784314,0.15686
,0.00784314,0.12549
,-0.0235294,0.062745
,-0.0235294,0.062745
,-0.0235294,0.094118
